% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct	ccId
2792	1	1	1	2	1	24	4904	0	1	1	0
2810	1	1	1	2	0	20	3542	0	1	1	0
2810	1	1	1	2	1	20	3542	0	1	1	0
2812	1	1	1	2	0	18	2961	0	1	1	0
2812	1	1	1	2	1	18	2961	0	1	1	0
2832	1	1	1	2	0	24	4904	0	1	1	0
2832	1	1	1	2	1	24	4904	0	1	1	0
3090	1	1	1	2	0	24	4904	0	1	1	0
3090	1	1	1	2	1	24	4904	0	1	1	0
3092	1	1	1	2	0	24	4904	0	1	1	0
3092	1	1	1	2	1	24	4904	0	1	1	0
3112	1	1	1	2	0	20	3542	0	1	1	0
3112	1	1	1	2	1	20	3542	0	1	1	0
3132	1	1	1	2	0	22	4251	0	1	1	0
3132	1	1	1	2	1	22	4251	0	1	1	0
3152	1	1	1	2	0	20	3542	0	1	1	0
3152	1	1	1	2	1	20	3542	0	1	1	0
3172	1	1	1	2	0	20	3542	0	1	1	0
3172	1	1	1	2	1	20	3542	0	1	1	0
3206	1	1	1	2	0	20	3542	0	1	1	0
3206	1	1	1	2	1	20	3542	0	1	1	0
3226	1	1	1	2	0	24	4904	0	1	1	0
3226	1	1	1	2	1	24	4904	0	1	1	0
3246	1	1	1	2	0	24	4904	0	1	1	0
3246	1	1	1	2	1	24	4904	0	1	1	0
3266	1	1	1	2	0	24	4904	0	1	1	0
3266	1	1	1	2	1	24	4904	0	1	1	0
3286	1	1	1	2	0	26	5477	0	1	1	0
3286	1	1	1	2	1	26	5477	0	1	1	0
3306	1	1	1	2	0	24	4904	0	1	1	0
3306	1	1	1	2	1	24	4904	0	1	1	0
3326	1	1	1	2	0	22	4251	0	1	1	0
3326	1	1	1	2	1	22	4251	0	1	1	0
3346	1	1	1	2	0	24	4904	0	1	1	0
3346	1	1	1	2	1	24	4904	0	1	1	0
3366	1	1	1	2	0	22	4251	0	1	1	0
3366	1	1	1	2	1	22	4251	0	1	1	0
3386	1	1	1	2	0	26	5477	0	1	1	0
3386	1	1	1	2	1	26	5477	0	1	1	0
3406	1	1	1	2	0	26	5477	0	1	1	0
3406	1	1	1	2	1	26	5477	0	1	1	0
3426	1	1	1	2	0	26	5477	0	1	1	0
3426	1	1	1	2	1	26	5477	0	1	1	0
3446	1	1	1	2	0	24	4904	0	1	1	0
3446	1	1	1	2	1	24	4904	0	1	1	0
3466	1	1	1	2	0	24	4904	0	1	1	0
3466	1	1	1	2	1	24	4904	0	1	1	0
3486	1	1	1	2	0	22	4251	0	1	1	0
3486	1	1	1	2	1	22	4251	0	1	1	0
3506	1	1	1	2	0	22	4251	0	1	1	0
3506	1	1	1	2	1	22	4251	0	1	1	0
3526	1	1	1	2	0	24	4904	0	1	1	0
3526	1	1	1	2	1	24	4904	0	1	1	0
