% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct	ccId
16576	1	1	1	2	0	24	4904	0	1	1	0
16576	1	1	1	2	1	24	4904	0	1	1	0
16577	1	1	1	2	0	24	4904	0	1	1	0
16577	1	1	1	2	1	24	4904	0	1	1	0
16578	1	1	1	2	0	24	4904	0	1	1	0
16578	1	1	1	2	1	24	4904	0	1	1	0
16579	1	1	1	2	0	24	4904	0	1	1	0
16579	1	1	1	2	1	24	4904	0	1	1	0
16580	1	1	1	2	0	26	5477	0	1	1	0
16580	1	1	1	2	1	26	5477	0	1	1	0
16581	1	1	1	2	0	26	5477	0	1	1	0
16581	1	1	1	2	1	26	5477	0	1	1	0
16582	1	1	1	2	0	28	6594	0	1	1	0
16582	1	1	1	2	1	28	6594	0	1	1	0
16583	1	1	1	2	0	28	6594	0	1	1	0
16583	1	1	1	2	1	28	6594	0	1	1	0
16584	1	1	1	2	0	28	6594	0	1	1	0
16584	1	1	1	2	1	28	6594	0	1	1	0
16585	1	1	1	2	0	28	6594	0	1	1	0
16585	1	1	1	2	1	28	6594	0	1	1	0
16586	1	1	1	2	0	28	6594	0	1	1	0
16586	1	1	1	2	1	28	6594	0	1	1	0
16587	1	1	1	2	0	28	6594	0	1	1	0
16587	1	1	1	2	1	28	6594	0	1	1	0
16588	1	1	1	2	0	28	6594	0	1	1	0
16588	1	1	1	2	1	28	6594	0	1	1	0
16589	1	1	1	2	0	28	6594	0	1	1	0
16589	1	1	1	2	1	28	6594	0	1	1	0
16590	1	1	1	2	0	28	6594	0	1	1	0
16590	1	1	1	2	1	28	6594	0	1	1	0
16591	1	1	1	2	0	28	6594	0	1	1	0
16591	1	1	1	2	1	28	6594	0	1	1	0
16592	1	1	1	2	0	28	6594	0	1	1	0
16592	1	1	1	2	1	28	6594	0	1	1	0
16593	1	1	1	2	0	28	6594	0	1	1	0
16593	1	1	1	2	1	28	6594	0	1	1	0
16594	1	1	1	2	0	28	6594	0	1	1	0
16594	1	1	1	2	1	28	6594	0	1	1	0
16595	1	1	1	2	0	28	6594	0	1	1	0
16595	1	1	1	2	1	28	6594	0	1	1	0
16596	1	1	1	2	0	28	6594	0	1	1	0
16596	1	1	1	2	1	28	6594	0	1	1	0
16597	1	1	1	2	0	28	6594	0	1	1	0
16597	1	1	1	2	1	28	6594	0	1	1	0
16598	1	1	1	2	0	28	6594	0	1	1	0
16598	1	1	1	2	1	28	6594	0	1	1	0
16599	1	1	1	2	0	28	6594	0	1	1	0
16599	1	1	1	2	1	28	6594	0	1	1	0
16600	1	1	1	2	0	28	6594	0	1	1	0
16600	1	1	1	2	1	28	6594	0	1	1	0
16601	1	1	1	2	0	28	6594	0	1	1	0
16601	1	1	1	2	1	28	6594	0	1	1	0
16602	1	1	1	2	0	28	6594	0	1	1	0
16602	1	1	1	2	1	28	6594	0	1	1	0
16603	1	1	1	2	0	28	6594	0	1	1	0
16603	1	1	1	2	1	28	6594	0	1	1	0
16604	1	1	1	2	0	28	6594	0	1	1	0
16604	1	1	1	2	1	28	6594	0	1	1	0
16605	1	1	1	2	0	28	6594	0	1	1	0
16605	1	1	1	2	1	28	6594	0	1	1	0
16606	1	1	1	2	0	28	6594	0	1	1	0
16606	1	1	1	2	1	28	6594	0	1	1	0
16607	1	1	1	2	0	28	6594	0	1	1	0
16607	1	1	1	2	1	28	6594	0	1	1	0
16608	1	1	1	2	0	28	6594	0	1	1	0
16608	1	1	1	2	1	28	6594	0	1	1	0
16609	1	1	1	2	0	28	6594	0	1	1	0
16609	1	1	1	2	1	28	6594	0	1	1	0
16610	1	1	1	2	0	28	6594	0	1	1	0
16610	1	1	1	2	1	28	6594	0	1	1	0
16611	1	1	1	2	0	28	6594	0	1	1	0
16611	1	1	1	2	1	28	6594	0	1	1	0
16612	1	1	1	2	0	28	6594	0	1	1	0
16612	1	1	1	2	1	28	6594	0	1	1	0
16613	1	1	1	2	0	28	6594	0	1	1	0
16613	1	1	1	2	1	28	6594	0	1	1	0
16614	1	1	1	2	0	28	6594	0	1	1	0
16614	1	1	1	2	1	28	6594	0	1	1	0
16615	1	1	1	2	0	28	6594	0	1	1	0
16615	1	1	1	2	1	28	6594	0	1	1	0
16616	1	1	1	2	0	28	6594	0	1	1	0
16616	1	1	1	2	1	28	6594	0	1	1	0
16617	1	1	1	2	0	28	6594	0	1	1	0
16617	1	1	1	2	1	28	6594	0	1	1	0
16618	1	1	1	2	0	28	6594	0	1	1	0
16618	1	1	1	2	1	28	6594	0	1	1	0
16619	1	1	1	2	0	28	6594	0	1	1	0
16619	1	1	1	2	1	28	6594	0	1	1	0
16620	1	1	1	2	0	28	6594	0	1	1	0
16620	1	1	1	2	1	28	6594	0	1	1	0
16621	1	1	1	2	0	28	6594	0	1	1	0
16621	1	1	1	2	1	28	6594	0	1	1	0
16622	1	1	1	2	0	28	6594	0	1	1	0
16622	1	1	1	2	1	28	6594	0	1	1	0
16623	1	1	1	2	0	28	6594	0	1	1	0
16623	1	1	1	2	1	28	6594	0	1	1	0
16624	1	1	1	2	0	28	6594	0	1	1	0
16624	1	1	1	2	1	28	6594	0	1	1	0
16625	1	1	1	2	0	28	6594	0	1	1	0
16625	1	1	1	2	1	28	6594	0	1	1	0
16626	1	1	1	2	0	28	6594	0	1	1	0
16626	1	1	1	2	1	28	6594	0	1	1	0
16627	1	1	1	2	0	28	6594	0	1	1	0
16627	1	1	1	2	1	28	6594	0	1	1	0
16628	1	1	1	2	0	28	6594	0	1	1	0
16628	1	1	1	2	1	28	6594	0	1	1	0
16629	1	1	1	2	0	28	6594	0	1	1	0
16629	1	1	1	2	1	28	6594	0	1	1	0
16630	1	1	1	2	0	28	6594	0	1	1	0
16630	1	1	1	2	1	28	6594	0	1	1	0
16631	1	1	1	2	0	28	6594	0	1	1	0
16631	1	1	1	2	1	28	6594	0	1	1	0
16632	1	1	1	2	0	28	6594	0	1	1	0
16632	1	1	1	2	1	28	6594	0	1	1	0
16633	1	1	1	2	0	28	6594	0	1	1	0
16633	1	1	1	2	1	28	6594	0	1	1	0
16634	1	1	1	2	0	28	6594	0	1	1	0
16634	1	1	1	2	1	28	6594	0	1	1	0
16635	1	1	1	2	0	28	6594	0	1	1	0
16635	1	1	1	2	1	28	6594	0	1	1	0
16636	1	1	1	2	0	28	6594	0	1	1	0
16636	1	1	1	2	1	28	6594	0	1	1	0
16637	1	1	1	2	0	28	6594	0	1	1	0
16637	1	1	1	2	1	28	6594	0	1	1	0
16638	1	1	1	2	0	28	6594	0	1	1	0
16638	1	1	1	2	1	28	6594	0	1	1	0
16639	1	1	1	2	0	28	6594	0	1	1	0
16639	1	1	1	2	1	28	6594	0	1	1	0
16640	1	1	1	2	0	28	6594	0	1	1	0
16640	1	1	1	2	1	28	6594	0	1	1	0
16641	1	1	1	2	0	28	6594	0	1	1	0
16641	1	1	1	2	1	28	6594	0	1	1	0
16642	1	1	1	2	0	28	6594	0	1	1	0
16642	1	1	1	2	1	28	6594	0	1	1	0
16643	1	1	1	2	0	28	6594	0	1	1	0
16643	1	1	1	2	1	28	6594	0	1	1	0
16644	1	1	1	2	0	28	6594	0	1	1	0
16644	1	1	1	2	1	28	6594	0	1	1	0
16645	1	1	1	2	0	28	6594	0	1	1	0
16645	1	1	1	2	1	28	6594	0	1	1	0
16646	1	1	1	2	0	28	6594	0	1	1	0
16646	1	1	1	2	1	28	6594	0	1	1	0
16647	1	1	1	2	0	28	6594	0	1	1	0
16647	1	1	1	2	1	28	6594	0	1	1	0
16648	1	1	1	2	0	28	6594	0	1	1	0
16648	1	1	1	2	1	28	6594	0	1	1	0
16649	1	1	1	2	0	28	6594	0	1	1	0
16649	1	1	1	2	1	28	6594	0	1	1	0
16650	1	1	1	2	0	28	6594	0	1	1	0
16650	1	1	1	2	1	28	6594	0	1	1	0
16651	1	1	1	2	0	28	6594	0	1	1	0
16651	1	1	1	2	1	28	6594	0	1	1	0
16652	1	1	1	2	0	28	6594	0	1	1	0
16652	1	1	1	2	1	28	6594	0	1	1	0
16653	1	1	1	2	0	28	6594	0	1	1	0
16653	1	1	1	2	1	28	6594	0	1	1	0
16654	1	1	1	2	0	28	6594	0	1	1	0
16654	1	1	1	2	1	28	6594	0	1	1	0
16655	1	1	1	2	0	28	6594	0	1	1	0
16655	1	1	1	2	1	28	6594	0	1	1	0
16656	1	1	1	2	0	28	6594	0	1	1	0
16656	1	1	1	2	1	28	6594	0	1	1	0
16657	1	1	1	2	0	28	6594	0	1	1	0
16657	1	1	1	2	1	28	6594	0	1	1	0
16658	1	1	1	2	0	28	6594	0	1	1	0
16658	1	1	1	2	1	28	6594	0	1	1	0
16659	1	1	1	2	0	28	6594	0	1	1	0
16659	1	1	1	2	1	28	6594	0	1	1	0
16660	1	1	1	2	0	28	6594	0	1	1	0
16660	1	1	1	2	1	28	6594	0	1	1	0
16661	1	1	1	2	0	28	6594	0	1	1	0
16661	1	1	1	2	1	28	6594	0	1	1	0
16662	1	1	1	2	0	28	6594	0	1	1	0
16662	1	1	1	2	1	28	6594	0	1	1	0
16663	1	1	1	2	0	28	6594	0	1	1	0
16663	1	1	1	2	1	28	6594	0	1	1	0
16664	1	1	1	2	0	28	6594	0	1	1	0
16664	1	1	1	2	1	28	6594	0	1	1	0
16665	1	1	1	2	0	28	6594	0	1	1	0
16665	1	1	1	2	1	28	6594	0	1	1	0
16666	1	1	1	2	0	28	6594	0	1	1	0
16666	1	1	1	2	1	28	6594	0	1	1	0
16667	1	1	1	2	0	28	6594	0	1	1	0
16667	1	1	1	2	1	28	6594	0	1	1	0
16668	1	1	1	2	0	28	6594	0	1	1	0
16668	1	1	1	2	1	28	6594	0	1	1	0
16669	1	1	1	2	0	28	6594	0	1	1	0
16669	1	1	1	2	1	28	6594	0	1	1	0
16670	1	1	1	2	0	28	6594	0	1	1	0
16670	1	1	1	2	1	28	6594	0	1	1	0
16671	1	1	1	2	0	28	6594	0	1	1	0
16671	1	1	1	2	1	28	6594	0	1	1	0
16672	1	1	1	2	0	28	6594	0	1	1	0
16672	1	1	1	2	1	28	6594	0	1	1	0
16673	1	1	1	2	0	28	6594	0	1	1	0
16673	1	1	1	2	1	28	6594	0	1	1	0
16674	1	1	1	2	0	24	4904	0	1	1	0
16674	1	1	1	2	1	24	4904	0	1	1	0
16675	1	1	1	2	0	24	4904	0	1	1	0
16675	1	1	1	2	1	24	4904	0	1	1	0
16676	1	1	1	2	0	26	5477	0	1	1	0
16676	1	1	1	2	1	26	5477	0	1	1	0
16680	1	1	1	2	0	28	6594	0	1	1	0
16680	1	1	1	2	1	28	6594	0	1	1	0
16687	1	1	1	2	0	28	6594	0	1	1	0
16687	1	1	1	2	1	28	6594	0	1	1	0
16689	1	1	1	2	0	28	6594	0	1	1	0
16689	1	1	1	2	1	28	6594	0	1	1	0
16690	1	1	1	2	0	28	6594	0	1	1	0
16690	1	1	1	2	1	28	6594	0	1	1	0
16691	1	1	1	2	0	28	6594	0	1	1	0
16691	1	1	1	2	1	28	6594	0	1	1	0
16693	1	1	1	2	0	28	6594	0	1	1	0
16693	1	1	1	2	1	28	6594	0	1	1	0
16694	1	1	1	2	0	28	6594	0	1	1	0
16694	1	1	1	2	1	28	6594	0	1	1	0
16695	1	1	1	2	0	28	6594	0	1	1	0
16695	1	1	1	2	1	28	6594	0	1	1	0
16696	1	1	1	2	0	26	5477	0	1	1	0
16696	1	1	1	2	1	26	5477	0	1	1	0
16697	1	1	1	2	0	26	5477	0	1	1	0
16697	1	1	1	2	1	26	5477	0	1	1	0
16698	1	1	1	2	0	28	6594	0	1	1	0
16698	1	1	1	2	1	28	6594	0	1	1	0
16699	1	1	1	2	0	28	6594	0	1	1	0
16699	1	1	1	2	1	28	6594	0	1	1	0
16700	1	1	1	2	0	28	6594	0	1	1	0
16700	1	1	1	2	1	28	6594	0	1	1	0
16701	1	1	1	2	0	28	6594	0	1	1	0
16701	1	1	1	2	1	28	6594	0	1	1	0
16702	1	1	1	2	0	28	6594	0	1	1	0
16702	1	1	1	2	1	28	6594	0	1	1	0
16703	1	1	1	2	0	28	6594	0	1	1	0
16703	1	1	1	2	1	28	6594	0	1	1	0
16704	1	1	1	2	0	28	6594	0	1	1	0
16704	1	1	1	2	1	28	6594	0	1	1	0
16705	1	1	1	2	0	28	6594	0	1	1	0
16705	1	1	1	2	1	28	6594	0	1	1	0
16706	1	1	1	2	0	28	6594	0	1	1	0
16706	1	1	1	2	1	28	6594	0	1	1	0
16707	1	1	1	2	0	28	6594	0	1	1	0
16707	1	1	1	2	1	28	6594	0	1	1	0
16708	1	1	1	2	0	28	6594	0	1	1	0
16708	1	1	1	2	1	28	6594	0	1	1	0
16709	1	1	1	2	0	28	6594	0	1	1	0
16709	1	1	1	2	1	28	6594	0	1	1	0
16710	1	1	1	2	0	26	5477	0	1	1	0
16710	1	1	1	2	1	26	5477	0	1	1	0
16711	1	1	1	2	0	26	5477	0	1	1	0
16711	1	1	1	2	1	26	5477	0	1	1	0
16712	1	1	1	2	0	28	6594	0	1	1	0
16712	1	1	1	2	1	28	6594	0	1	1	0
16713	1	1	1	2	0	28	6594	0	1	1	0
16713	1	1	1	2	1	28	6594	0	1	1	0
16714	1	1	1	2	0	28	6594	0	1	1	0
16714	1	1	1	2	1	28	6594	0	1	1	0
16715	1	1	1	2	0	28	6594	0	1	1	0
16715	1	1	1	2	1	28	6594	0	1	1	0
16716	1	1	1	2	0	28	6594	0	1	1	0
16716	1	1	1	2	1	28	6594	0	1	1	0
16717	1	1	1	2	0	28	6594	0	1	1	0
16717	1	1	1	2	1	28	6594	0	1	1	0
16718	1	1	1	2	0	26	5477	0	1	1	0
16718	1	1	1	2	1	26	5477	0	1	1	0
16719	1	1	1	2	0	26	5477	0	1	1	0
16719	1	1	1	2	1	26	5477	0	1	1	0
16720	1	1	1	2	0	24	4904	0	1	1	0
16720	1	1	1	2	1	24	4904	0	1	1	0
16721	1	1	1	2	0	24	4904	0	1	1	0
16721	1	1	1	2	1	24	4904	0	1	1	0
16722	1	1	1	2	0	24	4904	0	1	1	0
16722	1	1	1	2	1	24	4904	0	1	1	0
16723	1	1	1	2	0	24	4904	0	1	1	0
16723	1	1	1	2	1	24	4904	0	1	1	0
16724	1	1	1	2	0	26	5477	0	1	1	0
16724	1	1	1	2	1	26	5477	0	1	1	0
16725	1	1	1	2	0	26	5477	0	1	1	0
16725	1	1	1	2	1	26	5477	0	1	1	0
16726	1	1	1	2	0	28	6594	0	1	1	0
16726	1	1	1	2	1	28	6594	0	1	1	0
16727	1	1	1	2	0	28	6594	0	1	1	0
16727	1	1	1	2	1	28	6594	0	1	1	0
16728	1	1	1	2	0	28	6594	0	1	1	0
16728	1	1	1	2	1	28	6594	0	1	1	0
16729	1	1	1	2	0	28	6594	0	1	1	0
16729	1	1	1	2	1	28	6594	0	1	1	0
16730	1	1	1	2	0	28	6594	0	1	1	0
16730	1	1	1	2	1	28	6594	0	1	1	0
16731	1	1	1	2	0	28	6594	0	1	1	0
16731	1	1	1	2	1	28	6594	0	1	1	0
16732	1	1	1	2	0	28	6594	0	1	1	0
16732	1	1	1	2	1	28	6594	0	1	1	0
16733	1	1	1	2	0	28	6594	0	1	1	0
16733	1	1	1	2	1	28	6594	0	1	1	0
16734	1	1	1	2	0	28	6594	0	1	1	0
16734	1	1	1	2	1	28	6594	0	1	1	0
16735	1	1	1	2	0	28	6594	0	1	1	0
16735	1	1	1	2	1	28	6594	0	1	1	0
16736	1	1	1	2	0	28	6594	0	1	1	0
16736	1	1	1	2	1	28	6594	0	1	1	0
16737	1	1	1	2	0	28	6594	0	1	1	0
16737	1	1	1	2	1	28	6594	0	1	1	0
16738	1	1	1	2	0	28	6594	0	1	1	0
16738	1	1	1	2	1	28	6594	0	1	1	0
16739	1	1	1	2	0	28	6594	0	1	1	0
16739	1	1	1	2	1	28	6594	0	1	1	0
16740	1	1	1	2	0	28	6594	0	1	1	0
16740	1	1	1	2	1	28	6594	0	1	1	0
16741	1	1	1	2	0	28	6594	0	1	1	0
16741	1	1	1	2	1	28	6594	0	1	1	0
16742	1	1	1	2	0	28	6594	0	1	1	0
16742	1	1	1	2	1	28	6594	0	1	1	0
16743	1	1	1	2	0	28	6594	0	1	1	0
16743	1	1	1	2	1	28	6594	0	1	1	0
16744	1	1	1	2	0	28	6594	0	1	1	0
16744	1	1	1	2	1	28	6594	0	1	1	0
16745	1	1	1	2	0	28	6594	0	1	1	0
16745	1	1	1	2	1	28	6594	0	1	1	0
16746	1	1	1	2	0	28	6594	0	1	1	0
16746	1	1	1	2	1	28	6594	0	1	1	0
16747	1	1	1	2	0	28	6594	0	1	1	0
16747	1	1	1	2	1	28	6594	0	1	1	0
16748	1	1	1	2	0	26	5477	0	1	1	0
16748	1	1	1	2	1	26	5477	0	1	1	0
16749	1	1	1	2	0	26	5477	0	1	1	0
16749	1	1	1	2	1	26	5477	0	1	1	0
16750	1	1	1	2	0	28	6594	0	1	1	0
16750	1	1	1	2	1	28	6594	0	1	1	0
16751	1	1	1	2	0	28	6594	0	1	1	0
16751	1	1	1	2	1	28	6594	0	1	1	0
16752	1	1	1	2	0	28	6594	0	1	1	0
16752	1	1	1	2	1	28	6594	0	1	1	0
16753	1	1	1	2	0	28	6594	0	1	1	0
16753	1	1	1	2	1	28	6594	0	1	1	0
16754	1	1	1	2	0	28	6594	0	1	1	0
16754	1	1	1	2	1	28	6594	0	1	1	0
16755	1	1	1	2	0	28	6594	0	1	1	0
16755	1	1	1	2	1	28	6594	0	1	1	0
16756	1	1	1	2	0	28	6594	0	1	1	0
16756	1	1	1	2	1	28	6594	0	1	1	0
16757	1	1	1	2	0	28	6594	0	1	1	0
16757	1	1	1	2	1	28	6594	0	1	1	0
16758	1	1	1	2	0	24	4904	0	1	1	0
16758	1	1	1	2	1	24	4904	0	1	1	0
16759	1	1	1	2	0	24	4904	0	1	1	0
16759	1	1	1	2	1	24	4904	0	1	1	0
16760	1	1	1	2	0	22	4251	0	1	1	0
16760	1	1	1	2	1	22	4251	0	1	1	0
16761	1	1	1	2	0	22	4251	0	1	1	0
16761	1	1	1	2	1	22	4251	0	1	1	0
16762	1	1	1	2	0	24	4904	0	1	1	0
16762	1	1	1	2	1	24	4904	0	1	1	0
16763	1	1	1	2	0	24	4904	0	1	1	0
16763	1	1	1	2	1	24	4904	0	1	1	0
16764	1	1	1	2	0	28	6594	0	1	1	0
16764	1	1	1	2	1	28	6594	0	1	1	0
16765	1	1	1	2	0	28	6594	0	1	1	0
16765	1	1	1	2	1	28	6594	0	1	1	0
16766	1	1	1	2	0	28	6594	0	1	1	0
16766	1	1	1	2	1	28	6594	0	1	1	0
16767	1	1	1	2	0	28	6594	0	1	1	0
16767	1	1	1	2	1	28	6594	0	1	1	0
16768	1	1	1	2	0	26	5477	0	1	1	0
16768	1	1	1	2	1	26	5477	0	1	1	0
16769	1	1	1	2	0	26	5477	0	1	1	0
16769	1	1	1	2	1	26	5477	0	1	1	0
16770	1	1	1	2	0	24	4904	0	1	1	0
16770	1	1	1	2	1	24	4904	0	1	1	0
16771	1	1	1	2	0	24	4904	0	1	1	0
16771	1	1	1	2	1	24	4904	0	1	1	0
16772	1	1	1	2	0	22	4251	0	1	1	0
16772	1	1	1	2	1	22	4251	0	1	1	0
16773	1	1	1	2	0	22	4251	0	1	1	0
16773	1	1	1	2	1	22	4251	0	1	1	0
16774	1	1	1	2	0	24	4904	0	1	1	0
16774	1	1	1	2	1	24	4904	0	1	1	0
16775	1	1	1	2	0	24	4904	0	1	1	0
16775	1	1	1	2	1	24	4904	0	1	1	0
16776	1	1	1	2	0	24	4904	0	1	1	0
16776	1	1	1	2	1	24	4904	0	1	1	0
16777	1	1	1	2	0	24	4904	0	1	1	0
16777	1	1	1	2	1	24	4904	0	1	1	0
16778	1	1	1	2	0	28	6594	0	1	1	0
16778	1	1	1	2	1	28	6594	0	1	1	0
16779	1	1	1	2	0	28	6594	0	1	1	0
16779	1	1	1	2	1	28	6594	0	1	1	0
16780	1	1	1	2	0	28	6594	0	1	1	0
16780	1	1	1	2	1	28	6594	0	1	1	0
16781	1	1	1	2	0	28	6594	0	1	1	0
16781	1	1	1	2	1	28	6594	0	1	1	0
16782	1	1	1	2	0	26	5477	0	1	1	0
16782	1	1	1	2	1	26	5477	0	1	1	0
16783	1	1	1	2	0	26	5477	0	1	1	0
16783	1	1	1	2	1	26	5477	0	1	1	0
16784	1	1	1	2	0	28	6594	0	1	1	0
16784	1	1	1	2	1	28	6594	0	1	1	0
16785	1	1	1	2	0	28	6594	0	1	1	0
16785	1	1	1	2	1	28	6594	0	1	1	0
16786	1	1	1	2	0	28	6594	0	1	1	0
16786	1	1	1	2	1	28	6594	0	1	1	0
16787	1	1	1	2	0	28	6594	0	1	1	0
16787	1	1	1	2	1	28	6594	0	1	1	0
16788	1	1	1	2	0	28	6594	0	1	1	0
16788	1	1	1	2	1	28	6594	0	1	1	0
16789	1	1	1	2	0	28	6594	0	1	1	0
16789	1	1	1	2	1	28	6594	0	1	1	0
16790	1	1	1	2	0	28	6594	0	1	1	0
16790	1	1	1	2	1	28	6594	0	1	1	0
16791	1	1	1	2	0	28	6594	0	1	1	0
16791	1	1	1	2	1	28	6594	0	1	1	0
16792	1	1	1	2	0	28	6594	0	1	1	0
16792	1	1	1	2	1	28	6594	0	1	1	0
16793	1	1	1	2	0	28	6594	0	1	1	0
16793	1	1	1	2	1	28	6594	0	1	1	0
16794	1	1	1	2	0	26	5477	0	1	1	0
16794	1	1	1	2	1	26	5477	0	1	1	0
16795	1	1	1	2	0	26	5477	0	1	1	0
16795	1	1	1	2	1	26	5477	0	1	1	0
16796	1	1	1	2	0	24	4904	0	1	1	0
16796	1	1	1	2	1	24	4904	0	1	1	0
16797	1	1	1	2	0	24	4904	0	1	1	0
16797	1	1	1	2	1	24	4904	0	1	1	0
16798	1	1	1	2	0	28	6594	0	1	1	0
16798	1	1	1	2	1	28	6594	0	1	1	0
16799	1	1	1	2	0	28	6594	0	1	1	0
16799	1	1	1	2	1	28	6594	0	1	1	0
16800	1	1	1	2	0	28	6594	0	1	1	0
16800	1	1	1	2	1	28	6594	0	1	1	0
16801	1	1	1	2	0	28	6594	0	1	1	0
16801	1	1	1	2	1	28	6594	0	1	1	0
16802	1	1	1	2	0	28	6594	0	1	1	0
16802	1	1	1	2	1	28	6594	0	1	1	0
16803	1	1	1	2	0	28	6594	0	1	1	0
16803	1	1	1	2	1	28	6594	0	1	1	0
16804	1	1	1	2	0	28	6594	0	1	1	0
16804	1	1	1	2	1	28	6594	0	1	1	0
16805	1	1	1	2	0	28	6594	0	1	1	0
16805	1	1	1	2	1	28	6594	0	1	1	0
16806	1	1	1	2	0	28	6594	0	1	1	0
16806	1	1	1	2	1	28	6594	0	1	1	0
16807	1	1	1	2	0	28	6594	0	1	1	0
16807	1	1	1	2	1	28	6594	0	1	1	0
16810	1	1	1	2	0	28	6594	0	1	1	0
16810	1	1	1	2	1	28	6594	0	1	1	0
16812	1	1	1	2	0	28	6594	0	1	1	0
16812	1	1	1	2	1	28	6594	0	1	1	0
16813	1	1	1	2	0	28	6594	0	1	1	0
16813	1	1	1	2	1	28	6594	0	1	1	0
16814	1	1	1	2	0	28	6594	0	1	1	0
16814	1	1	1	2	1	28	6594	0	1	1	0
16815	1	1	1	2	0	28	6594	0	1	1	0
16815	1	1	1	2	1	28	6594	0	1	1	0
16817	1	1	1	2	0	28	6594	0	1	1	0
16817	1	1	1	2	1	28	6594	0	1	1	0
16819	1	1	1	2	0	28	6594	0	1	1	0
16819	1	1	1	2	1	28	6594	0	1	1	0
16820	1	1	1	2	0	28	6594	0	1	1	0
16820	1	1	1	2	1	28	6594	0	1	1	0
16821	1	1	1	2	0	28	6594	0	1	1	0
16821	1	1	1	2	1	28	6594	0	1	1	0
16822	1	1	1	2	0	28	6594	0	1	1	0
16822	1	1	1	2	1	28	6594	0	1	1	0
16823	1	1	1	2	0	28	6594	0	1	1	0
16823	1	1	1	2	1	28	6594	0	1	1	0
16824	1	1	1	2	0	28	6594	0	1	1	0
16824	1	1	1	2	1	28	6594	0	1	1	0
16825	1	1	1	2	0	28	6594	0	1	1	0
16825	1	1	1	2	1	28	6594	0	1	1	0
16826	1	1	1	2	0	28	6594	0	1	1	0
16826	1	1	1	2	1	28	6594	0	1	1	0
16827	1	1	1	2	0	28	6594	0	1	1	0
16827	1	1	1	2	1	28	6594	0	1	1	0
16828	1	1	1	2	0	28	6594	0	1	1	0
16828	1	1	1	2	1	28	6594	0	1	1	0
16829	1	1	1	2	0	28	6594	0	1	1	0
16829	1	1	1	2	1	28	6594	0	1	1	0
16830	1	1	1	2	0	28	6594	0	1	1	0
16830	1	1	1	2	1	28	6594	0	1	1	0
16831	1	1	1	2	0	28	6594	0	1	1	0
16831	1	1	1	2	1	28	6594	0	1	1	0
16832	1	1	1	2	0	28	6594	0	1	1	0
16832	1	1	1	2	1	28	6594	0	1	1	0
16833	1	1	1	2	0	28	6594	0	1	1	0
16833	1	1	1	2	1	28	6594	0	1	1	0
16834	1	1	1	2	0	28	6594	0	1	1	0
16834	1	1	1	2	1	28	6594	0	1	1	0
16835	1	1	1	2	0	28	6594	0	1	1	0
16835	1	1	1	2	1	28	6594	0	1	1	0
16836	1	1	1	2	0	28	6594	0	1	1	0
16836	1	1	1	2	1	28	6594	0	1	1	0
16837	1	1	1	2	0	28	6594	0	1	1	0
16837	1	1	1	2	1	28	6594	0	1	1	0
16838	1	1	1	2	0	28	6594	0	1	1	0
16838	1	1	1	2	1	28	6594	0	1	1	0
16839	1	1	1	2	0	28	6594	0	1	1	0
16839	1	1	1	2	1	28	6594	0	1	1	0
16840	1	1	1	2	0	26	5477	0	1	1	0
16840	1	1	1	2	1	26	5477	0	1	1	0
16841	1	1	1	2	0	26	5477	0	1	1	0
16841	1	1	1	2	1	26	5477	0	1	1	0
16842	1	1	1	2	0	24	4904	0	1	1	0
16842	1	1	1	2	1	24	4904	0	1	1	0
16843	1	1	1	2	0	24	4904	0	1	1	0
16843	1	1	1	2	1	24	4904	0	1	1	0
16844	1	1	1	2	0	26	5477	0	1	1	0
16844	1	1	1	2	1	26	5477	0	1	1	0
16845	1	1	1	2	0	26	5477	0	1	1	0
16845	1	1	1	2	1	26	5477	0	1	1	0
16846	1	1	1	2	0	28	6594	0	1	1	0
16846	1	1	1	2	1	28	6594	0	1	1	0
16847	1	1	1	2	0	28	6594	0	1	1	0
16847	1	1	1	2	1	28	6594	0	1	1	0
16848	1	1	1	2	0	28	6594	0	1	1	0
16848	1	1	1	2	1	28	6594	0	1	1	0
16849	1	1	1	2	0	28	6594	0	1	1	0
16849	1	1	1	2	1	28	6594	0	1	1	0
16850	1	1	1	2	0	28	6594	0	1	1	0
16850	1	1	1	2	1	28	6594	0	1	1	0
16851	1	1	1	2	0	28	6594	0	1	1	0
16851	1	1	1	2	1	28	6594	0	1	1	0
16852	1	1	1	2	0	28	6594	0	1	1	0
16852	1	1	1	2	1	28	6594	0	1	1	0
16853	1	1	1	2	0	28	6594	0	1	1	0
16853	1	1	1	2	1	28	6594	0	1	1	0
16854	1	1	1	2	0	28	6594	0	1	1	0
16854	1	1	1	2	1	28	6594	0	1	1	0
16855	1	1	1	2	0	28	6594	0	1	1	0
16855	1	1	1	2	1	28	6594	0	1	1	0
16856	1	1	1	2	0	28	6594	0	1	1	0
16856	1	1	1	2	1	28	6594	0	1	1	0
16857	1	1	1	2	0	28	6594	0	1	1	0
16857	1	1	1	2	1	28	6594	0	1	1	0
16858	1	1	1	2	0	28	6594	0	1	1	0
16858	1	1	1	2	1	28	6594	0	1	1	0
16859	1	1	1	2	0	28	6594	0	1	1	0
16859	1	1	1	2	1	28	6594	0	1	1	0
